project_id,industry,region,project_type,contract_type,is_union_site,project_size_usd,scope_complexity,close_time_days,prior_relationship_years,competition_count,discount_pct,pm_experience_years,safety_incidents,on_time_milestones_pct,customer_satisfaction,cost_overrun_pct,time_overrun_pct,payment_delay_days,n_change_orders,next12mo_spend,retained_12mo
10287,Manufacturing,West,Retrofit,FixedBid,0,10517000.0,1.5,105.0,4.4,5,6.6,11.9,0,78.6,3.8,-0.13301510506067107,-0.12477510506067108,19.0,2,692200.0,1
10288,Logistics,Northeast,Retrofit,FixedBid,1,4920000.0,2.1,91.0,7.0,2,3.5,14.3,0,100.0,3.9,-0.052732839727079345,-0.05193283972707935,12.0,4,608100.0,0
10289,Energy,West,NewBuild,FixedBid,1,22329000.0,4.0,139.0,2.8,4,0.8,7.3,1,88.7,3.9,-0.11218768817618317,-0.09710768817618316,43.0,3,691600.0,1
10290,Manufacturing,Northeast,NewBuild,CostPlus,0,6526000.0,3.2,90.0,2.7,1,3.5,2.7,2,83.1,5.0,0.020816691620559033,0.03565669162055904,31.0,2,553700.0,1
10291,Food&Beverage,Midwest,NewBuild,FixedBid,0,6692000.0,2.9,63.0,0.9,3,4.9,10.7,0,76.5,3.9,-0.07082057354220604,-0.05552057354220605,13.0,2,688400.0,1
10292,Manufacturing,West,NewBuild,FixedBid,1,2605000.0,2.5,81.0,2.0,5,3.8,11.1,1,69.5,3.4,-0.02634373815767145,-0.003443738157671454,21.0,1,601000.0,0
10293,Pharma,Northeast,TenantImprovement,FixedBid,0,7533000.0,3.0,43.0,4.1,2,0.1,14.3,0,99.6,4.3,0.19035503503232618,0.1958950350323262,58.0,0,446200.0,1
10294,Manufacturing,Midwest,Retrofit,FixedBid,0,4842000.0,3.5,104.0,4.6,1,8.7,13.1,0,95.6,3.3,0.12214624547580391,0.1313862454758039,49.0,3,736700.0,0
10295,Food&Beverage,Midwest,Expansion,FixedBid,1,3313000.0,4.2,111.0,5.0,5,6.5,15.8,3,100.0,4.3,-0.03556132756904425,-0.007761327569044246,1.0,4,713400.0,1
10296,Pharma,Midwest,Expansion,FixedBid,0,2896000.0,1.0,176.0,0.6,1,3.2,10.5,0,90.8,4.2,-0.03159831888804165,-0.03457831888804165,10.0,6,598900.0,1
10297,Pharma,South,NewBuild,FixedBid,1,45691000.0,2.4,68.0,2.6,4,3.3,8.9,2,54.3,3.8,0.059025176094146696,0.09334517609414669,38.0,1,629300.0,1
10298,Food&Beverage,West,NewBuild,CostPlus,0,4365000.0,3.4,81.0,1.0,2,4.9,2.5,2,71.1,4.3,0.015847203930678712,0.03868720393067872,33.0,2,772800.0,0
10299,Food&Beverage,West,Expansion,FixedBid,1,1680000.0,3.1,70.0,4.0,5,1.2,9.2,0,91.6,2.9,0.006281532221098462,0.012021532221098466,4.0,3,327100.0,0
10300,Technology,Midwest,NewBuild,FixedBid,0,3083000.0,3.6,97.0,0.8,3,4.8,5.8,0,81.6,4.0,0.031518754519049876,0.042358754519049885,42.0,1,715200.0,1
10301,Food&Beverage,South,TenantImprovement,CostPlus,1,5172000.0,3.5,103.0,1.3,2,,8.8,1,79.3,3.6,-0.07306279610033023,-0.05334279610033022,4.0,6,436300.0,1
10302,Manufacturing,Midwest,NewBuild,GMP,0,8346000.0,2.9,88.0,5.7,1,3.8,8.2,0,72.8,5.0,-0.08339305478603037,-0.06837305478603037,48.0,2,771000.0,1
10303,Energy,Midwest,Expansion,FixedBid,0,8401000.0,2.7,128.0,2.2,4,1.1,9.9,1,97.4,4.0,0.008160770290869332,0.014120770290869325,36.0,4,565100.0,1
10304,Energy,Northeast,Expansion,CostPlus,1,9261000.0,3.0,68.0,7.9,3,1.2,7.6,2,91.5,3.5,0.029358176958723687,0.04305817695872369,4.0,1,432400.0,1
10305,Food&Beverage,West,NewBuild,GMP,1,3217000.0,4.3,125.0,5.1,4,8.1,11.7,0,92.0,2.9,-0.022299390079208843,-0.008299390079208836,14.0,1,445300.0,1
10306,Logistics,West,NewBuild,CostPlus,1,7077000.0,2.5,109.0,2.8,4,4.1,,1,78.4,4.8,-0.055606329789769135,-0.049146329789769135,12.0,3,705100.0,1
10307,Logistics,South,TenantImprovement,GMP,0,2674000.0,3.1,90.0,6.3,0,4.5,8.8,2,88.1,3.7,0.01791545252301558,0.035355452523015585,29.0,2,501700.0,0
10308,Technology,South,NewBuild,GMP,0,3283000.0,3.4,79.0,2.9,1,0.0,12.8,1,69.9,3.3,0.0762305667088291,0.10509056670882912,25.0,3,449100.0,0
10309,Healthcare,Midwest,Retrofit,FixedBid,1,2587000.0,4.8,175.0,5.4,6,2.5,15.5,1,84.4,4.1,0.04814599603371908,0.07800599603371909,5.0,4,458900.0,0
10310,Manufacturing,South,Retrofit,FixedBid,1,2083000.0,2.9,61.0,1.9,2,5.2,10.9,0,55.7,4.4,0.09969115814449545,0.12767115814449545,2.0,3,606000.0,0
10311,Logistics,South,NewBuild,CostPlus,0,12627000.0,4.2,100.0,6.5,3,4.5,14.7,0,67.2,4.3,-0.027407438336379264,0.003972561663620738,35.0,1,877300.0,0
10312,Logistics,Midwest,Expansion,GMP,1,9350000.0,4.4,64.0,0.8,7,0.0,8.7,1,,3.9,0.061817686101837827,0.08425768610183784,34.0,4,294600.0,1
10313,Healthcare,Northeast,Expansion,CostPlus,1,11773000.0,3.1,152.0,1.3,1,4.5,8.0,0,100.0,4.0,-0.029800680037280414,-0.03030068003728041,26.0,6,1101200.0,1
10314,Logistics,Northeast,Retrofit,FixedBid,1,5562000.0,3.0,121.0,1.5,5,4.9,10.1,1,64.4,4.1,0.04605726624891771,0.0735172662489177,33.0,2,553200.0,1
10315,Logistics,West,Expansion,CostPlus,1,10034000.0,2.9,66.0,2.1,1,7.2,8.0,1,71.1,4.1,-0.050711151755763746,-0.02987115175576374,11.0,4,614800.0,0
10316,Healthcare,Midwest,NewBuild,FixedBid,1,1317000.0,2.9,108.0,4.2,2,2.4,4.9,0,88.6,4.2,0.1270178427795629,0.1292578427795629,34.0,1,470000.0,1
10317,Logistics,West,NewBuild,GMP,1,10751000.0,4.1,99.0,3.3,4,0.0,5.9,0,100.0,4.7,-0.09124286821532046,-0.08884286821532045,72.0,3,564000.0,1
10318,Technology,Northeast,Retrofit,CostPlus,1,6210000.0,3.4,72.0,5.5,1,1.5,3.6,0,88.4,3.9,0.12848361677761722,0.1320436167776172,54.0,3,595600.0,1
10319,Healthcare,South,TenantImprovement,GMP,1,8901000.0,3.4,117.0,7.1,1,1.3,10.1,3,94.4,3.3,0.05319919283761829,0.0746591928376183,22.0,2,433100.0,0
10320,Pharma,Northeast,NewBuild,GMP,1,7305000.0,2.1,104.0,0.8,4,5.8,8.0,2,81.9,3.8,0.03366972072228393,0.04902972072228392,16.0,2,448000.0,0
10321,Pharma,Midwest,NewBuild,CostPlus,0,2447000.0,2.2,98.0,7.7,5,0.0,6.6,0,79.9,4.4,0.06281674321643706,0.06847674321643704,0.0,2,767800.0,0
10322,Logistics,Northeast,Retrofit,CostPlus,1,1626000.0,5.0,89.0,2.9,2,2.9,5.7,2,,2.6,0.14433630466162486,0.16883630466162486,53.0,4,317100.0,0
10323,Healthcare,Northeast,Expansion,GMP,1,3049000.0,3.0,105.0,9.8,1,7.6,10.0,0,78.1,2.7,-0.0611018821455143,-0.04696188214551429,38.0,4,613200.0,0
10324,Energy,West,NewBuild,GMP,1,8469000.0,2.4,98.0,1.9,3,4.0,11.1,0,94.7,4.5,0.012906268868382136,0.01518626886838213,15.0,2,518700.0,1
10325,Food&Beverage,Midwest,Retrofit,GMP,1,9361000.0,4.6,92.0,0.6,5,6.2,3.5,0,66.7,5.0,0.17522317808442314,0.19770317808442314,5.0,4,404300.0,0
10326,Technology,South,Expansion,FixedBid,0,1804000.0,3.5,68.0,5.1,2,0.0,2.8,1,96.7,3.0,-0.034910419851257576,-0.03163041985125758,0.0,4,867400.0,1
10327,Food&Beverage,Midwest,Retrofit,CostPlus,1,2459000.0,3.8,149.0,4.9,3,0.0,11.8,2,86.5,4.0,0.19048999578357842,0.21538999578357843,43.0,3,392800.0,1
10328,Energy,Midwest,NewBuild,FixedBid,0,3022000.0,3.1,53.0,1.4,5,7.6,2.5,2,83.4,3.6,0.057499174017799484,0.07145917401779948,26.0,1,383300.0,0
10329,Technology,South,NewBuild,GMP,0,4050000.0,2.9,105.0,1.5,1,4.3,10.2,0,66.3,3.7,-0.04352594403441802,-0.02260594403441802,37.0,4,500800.0,0
10330,Healthcare,Northeast,Retrofit,CostPlus,0,1813000.0,3.0,79.0,5.8,2,4.3,14.5,1,74.2,4.1,-0.0620302569225778,-0.036050256922577795,24.0,7,446600.0,0
10331,Food&Beverage,West,Retrofit,FixedBid,1,1728000.0,1.8,152.0,4.4,0,1.2,14.5,0,100.0,3.0,-0.06613009520857922,-0.06663009520857922,41.0,5,502200.0,0
10332,Healthcare,West,TenantImprovement,FixedBid,1,2793000.0,3.1,58.0,2.7,3,4.3,11.0,0,83.5,3.1,-0.1448694831749347,-0.13246948317493468,26.0,1,545600.0,1
10333,Technology,South,Expansion,FixedBid,1,5775000.0,3.5,64.0,4.7,3,1.1,10.8,0,89.3,3.7,-0.024867112834115124,-0.01414711283411512,41.0,8,580800.0,1
10334,Food&Beverage,Midwest,Expansion,GMP,0,2096000.0,5.0,56.0,4.1,7,7.0,17.0,1,75.4,3.8,0.03959509293010717,0.07735509293010719,0.0,5,472600.0,1
10335,Manufacturing,Northeast,TenantImprovement,FixedBid,0,4913000.0,3.3,101.0,1.6,4,10.8,0.0,1,85.7,3.1,-0.051208955437869394,-0.04512895543786939,0.0,2,434200.0,0
10336,Technology,West,Retrofit,FixedBid,1,12570000.0,1.0,42.0,6.0,7,5.2,6.1,1,69.5,4.5,0.0012491636433051992,0.011649163643305191,18.0,4,704600.0,0
10337,Manufacturing,Midwest,Retrofit,GMP,0,1902000.0,3.1,73.0,5.3,5,2.4,11.4,2,87.2,3.6,0.006286359854742891,0.026866359854742894,47.0,4,496200.0,0
10338,Technology,Northeast,TenantImprovement,GMP,1,4569000.0,5.0,15.0,3.4,4,0.0,6.7,1,90.4,3.6,0.02379438187699005,0.04225438187699006,64.0,1,486600.0,0
10339,Manufacturing,Midwest,NewBuild,FixedBid,1,12235000.0,4.1,98.0,5.8,3,0.0,13.0,1,,4.1,0.012226624545201938,0.032846624545201944,23.0,3,832600.0,1
10340,Pharma,West,Expansion,FixedBid,1,3857000.0,2.4,72.0,10.6,2,7.9,7.8,0,75.2,3.8,-0.0009424768678907179,0.009737523132109278,13.0,2,588200.0,1
10341,Manufacturing,South,Expansion,GMP,0,3406000.0,3.8,38.0,1.5,2,,8.5,0,81.9,4.5,0.02062548473268959,0.03498548473268959,0.0,5,694000.0,1
10342,Pharma,South,NewBuild,GMP,0,13671000.0,2.5,128.0,2.8,5,3.1,6.9,0,92.4,3.2,-0.07096825616613044,-0.07100825616613043,39.0,3,746700.0,1
10343,Food&Beverage,West,Retrofit,CostPlus,0,4219000.0,1.8,44.0,2.9,0,5.6,5.9,2,83.5,2.9,-0.003104256817168914,0.007695743182831083,14.0,4,680700.0,0
10344,Energy,Northeast,NewBuild,FixedBid,1,13041000.0,2.9,118.0,5.7,4,7.7,5.8,0,82.6,3.7,-0.012347317029638021,-0.005607317029638018,84.0,5,679400.0,1
10345,Food&Beverage,West,NewBuild,FixedBid,0,7596000.0,3.3,65.0,2.1,4,3.5,9.1,0,100.0,3.9,-0.07986249562041689,-0.07826249562041689,7.0,3,536800.0,0
10346,Food&Beverage,Midwest,Retrofit,FixedBid,1,4097000.0,1.3,146.0,5.5,1,3.0,4.9,1,74.6,3.0,-0.06109532854550824,-0.05345532854550824,64.0,5,492400.0,0
10347,Pharma,South,NewBuild,GMP,0,7911000.0,2.1,116.0,2.3,3,,11.8,0,99.0,2.9,0.001753678929462172,0.0006536789294621682,40.0,2,500100.0,1
10348,Healthcare,Northeast,Expansion,FixedBid,0,6965000.0,3.2,55.0,1.3,1,2.4,10.6,1,72.1,4.0,0.05044967819275559,0.07478967819275559,7.0,3,323600.0,0
10349,Energy,West,TenantImprovement,FixedBid,0,12197000.0,2.8,58.0,3.5,4,2.6,12.4,1,93.9,3.4,-0.01949750326823757,-0.008437503268237577,29.0,2,680800.0,1
10350,Manufacturing,Midwest,Expansion,GMP,1,3476000.0,3.6,111.0,2.2,5,5.0,3.5,0,94.5,2.9,0.06187409563501836,0.06267409563501837,43.0,3,512000.0,0
10351,Technology,Northeast,NewBuild,GMP,1,5570000.0,2.0,81.0,3.8,4,4.5,1.2,1,79.9,4.6,-0.08479688478892353,-0.08053688478892353,17.0,3,713200.0,1
10352,Manufacturing,Midwest,NewBuild,GMP,0,5131000.0,3.9,84.0,4.4,4,9.3,8.0,0,71.4,3.5,-0.047429148673532824,-0.026769148673532823,40.0,6,496700.0,1
10353,Energy,Northeast,NewBuild,CostPlus,1,9467000.0,2.0,135.0,0.8,7,5.1,,3,62.4,4.7,-0.022187847430557652,0.020972152569442345,41.0,6,644900.0,1
10354,Energy,Northeast,NewBuild,CostPlus,1,2373000.0,4.8,64.0,2.5,1,6.9,13.1,0,78.6,3.9,0.14572962952609947,0.1716696295260995,44.0,4,366900.0,0
10355,Logistics,South,TenantImprovement,FixedBid,1,12159000.0,1.5,93.0,3.5,4,1.3,5.8,0,92.3,4.1,-0.0393723861423256,-0.04545238614232561,23.0,4,408700.0,0
10356,Energy,Midwest,Retrofit,FixedBid,1,7827000.0,2.1,123.0,5.8,0,5.3,9.7,2,73.1,3.8,-0.02597560667660405,-0.0036356066766040475,1.0,2,307700.0,0
10357,Food&Beverage,West,NewBuild,CostPlus,0,1879000.0,3.6,118.0,5.3,2,2.2,10.9,1,87.2,2.0,0.13018966008446528,0.1477696600844653,30.0,3,456000.0,0
10358,Food&Beverage,Midwest,TenantImprovement,FixedBid,0,14170000.0,4.9,84.0,1.7,2,5.0,2.5,1,68.3,3.1,0.049414309535752314,0.07643430953575232,31.0,5,411900.0,1
10359,Energy,South,Retrofit,CostPlus,1,32193000.0,3.5,80.0,3.0,3,5.7,13.5,0,83.2,3.8,0.15793132661001957,0.17501132661001959,0.0,2,448600.0,0
10360,Energy,Midwest,NewBuild,GMP,0,12013000.0,3.8,29.0,4.6,4,4.1,7.3,2,72.2,4.2,0.010910181346547788,0.039890181346547794,29.0,3,615900.0,1
10361,Pharma,South,NewBuild,GMP,0,16879000.0,3.2,53.0,2.8,2,10.0,7.6,0,85.1,2.6,-0.07242101104759108,-0.06388101104759107,20.0,4,481700.0,1
10362,Manufacturing,South,Expansion,FixedBid,0,5771000.0,2.2,101.0,1.9,4,7.6,8.1,1,80.0,3.9,-0.028745338239631286,-0.01664533823963129,0.0,3,369200.0,0
10363,Manufacturing,Midwest,Expansion,FixedBid,1,1427000.0,2.7,85.0,3.3,1,6.9,12.6,1,71.7,3.1,-0.02403589825859119,4.410174140880713e-05,18.0,3,926300.0,0
10364,Manufacturing,West,NewBuild,FixedBid,0,1233000.0,2.0,93.0,4.3,4,5.9,5.0,0,78.1,4.1,-0.09154039834444982,-0.08740039834444982,15.0,6,519800.0,0
10365,Technology,Midwest,TenantImprovement,FixedBid,0,6610000.0,1.9,126.0,1.6,1,8.4,1.2,0,74.8,3.9,0.14793818547109058,0.1497581854710906,70.0,3,402700.0,0
10366,Logistics,Northeast,TenantImprovement,FixedBid,1,3357000.0,3.6,48.0,4.9,3,0.4,9.3,0,70.2,4.4,0.03100385974636749,0.052183859746367495,31.0,3,467200.0,1
10367,Food&Beverage,South,TenantImprovement,FixedBid,0,2593000.0,2.1,82.0,3.7,2,7.4,0.0,1,99.0,4.6,0.02049747015701086,0.012597470157010855,47.0,1,503700.0,1
10368,Technology,West,NewBuild,GMP,0,5126000.0,3.5,97.0,5.1,3,1.5,6.8,1,81.7,4.2,-0.00913154869958449,0.007148451300415511,22.0,3,554600.0,1
10369,Healthcare,Northeast,NewBuild,CostPlus,0,8819000.0,1.9,65.0,3.2,4,2.6,12.7,1,59.6,4.5,-0.0711368569321591,-0.04369685693215909,0.0,2,797700.0,1
10370,Pharma,Midwest,TenantImprovement,GMP,0,1686000.0,3.5,140.0,9.6,6,5.4,10.3,0,78.5,3.7,0.07648908490023903,0.09318908490023904,42.0,2,541700.0,1
10371,Food&Beverage,West,NewBuild,FixedBid,1,3764000.0,2.7,122.0,4.3,5,7.1,12.2,1,97.0,5.0,-0.12350892408128328,-0.11500892408128327,6.0,3,885800.0,1
10372,Healthcare,South,Expansion,FixedBid,1,18036000.0,4.6,100.0,5.5,4,1.1,10.5,0,76.9,3.0,-0.04250051309532581,-0.019140513095325808,17.0,3,502800.0,1
10373,Logistics,West,Expansion,FixedBid,0,2280000.0,3.5,153.0,4.9,0,2.7,17.6,0,100.0,3.5,-0.019911595392528826,-0.008811595392528822,3.0,6,588200.0,1
10374,Healthcare,South,NewBuild,FixedBid,1,10808000.0,4.4,38.0,3.0,4,4.2,5.6,1,75.7,4.5,0.14597331139440184,0.16915331139440185,33.0,2,720900.0,0
10375,Manufacturing,South,Expansion,FixedBid,1,3657000.0,2.4,90.0,4.0,2,3.5,9.6,0,92.0,4.4,-0.053816188107863164,-0.05141618810786317,44.0,2,740800.0,1
10376,Manufacturing,Midwest,TenantImprovement,GMP,1,8341000.0,3.3,103.0,2.1,4,6.1,6.2,0,98.4,4.2,0.031930609009193756,0.03159060900919375,45.0,4,730100.0,1
10377,Pharma,West,Expansion,FixedBid,1,12966000.0,2.2,58.0,9.1,1,12.6,11.8,0,91.4,4.4,-0.03385899244283358,-0.02989899244283359,55.0,1,594600.0,1
10378,Logistics,Midwest,Retrofit,FixedBid,1,9752000.0,2.8,101.0,4.6,4,5.0,7.8,1,69.5,2.4,0.09193808890557659,0.1130380889055766,64.0,3,494200.0,0
10379,Logistics,South,TenantImprovement,CostPlus,0,11154000.0,2.9,51.0,1.8,3,2.2,14.9,0,74.7,5.0,-0.1288306112749045,-0.1082506112749045,0.0,2,300600.0,1
10380,Technology,Midwest,Retrofit,CostPlus,0,2145000.0,2.5,114.0,7.9,2,0.8,5.9,1,100.0,3.8,0.0456174242605944,0.0450174242605944,3.0,3,528200.0,1
10381,Energy,South,Expansion,CostPlus,1,13137000.0,2.0,127.0,3.1,6,3.2,13.6,1,76.3,4.8,-0.042522925081981806,-0.023702925081981806,0.0,5,745700.0,0
10382,Pharma,South,Expansion,FixedBid,1,2725000.0,1.8,100.0,6.0,2,1.6,10.4,0,97.7,2.5,0.01834189357435856,0.015121893574358551,38.0,4,659500.0,0
10383,Food&Beverage,South,Expansion,GMP,1,6633000.0,1.0,25.0,0.8,4,5.2,7.9,1,80.8,4.1,-0.1102497474270221,-0.10482974742702209,6.0,3,498300.0,1
10384,Logistics,West,NewBuild,FixedBid,0,6627000.0,2.1,56.0,7.0,3,5.1,10.2,0,87.7,3.5,-0.035492485109601304,-0.03141248510960131,14.0,1,861600.0,1
10385,Logistics,Midwest,NewBuild,FixedBid,0,7945000.0,3.8,110.0,4.5,3,2.8,9.0,0,69.4,4.3,0.007824530236112112,0.030184530236112114,21.0,1,502500.0,1
10386,Pharma,South,NewBuild,CostPlus,1,7057000.0,1.6,91.0,1.7,1,9.0,9.4,1,78.7,4.1,-0.1065704829924289,-0.09539048299242889,28.0,2,456000.0,1
10387,Technology,Midwest,Retrofit,GMP,0,2744000.0,1.8,10.0,4.4,3,2.2,7.2,2,75.5,4.2,-0.10282891090628747,-0.08592891090628747,0.0,2,493200.0,1
10388,Pharma,Midwest,Retrofit,FixedBid,1,1831000.0,5.0,133.0,8.6,5,3.7,5.2,0,88.7,3.2,0.01417120466958002,0.027151204669580025,1.0,3,412500.0,0
10389,Manufacturing,Midwest,Retrofit,CostPlus,1,10831000.0,2.6,95.0,2.2,3,5.6,6.7,1,87.1,3.9,0.005395179029649967,0.01383517902964997,25.0,1,618200.0,1
10390,Food&Beverage,Northeast,Retrofit,FixedBid,1,6254000.0,3.5,61.0,2.2,3,6.2,1.3,2,91.6,3.8,-0.009283855701314505,0.0005561442986855031,49.0,5,555600.0,1
10391,Technology,Northeast,Expansion,FixedBid,0,13518000.0,3.8,125.0,2.9,4,7.2,11.4,1,80.1,4.2,0.004494850588052735,0.027834850588052747,25.0,3,682600.0,0
10392,Manufacturing,South,TenantImprovement,FixedBid,1,5200000.0,3.9,66.0,3.5,3,5.1,,0,74.8,4.6,-0.10810581481385,-0.09438581481384999,5.0,3,500600.0,1
10393,Energy,South,NewBuild,GMP,1,1751000.0,1.7,66.0,6.2,4,6.6,7.1,0,88.2,4.0,-0.0720454944338611,-0.07336549443386112,0.0,1,536400.0,1
10394,Technology,South,Expansion,FixedBid,1,11674000.0,3.0,103.0,4.6,1,2.3,10.6,1,73.6,3.0,0.07605106526375048,0.09849106526375048,48.0,6,315500.0,1
10395,Manufacturing,Northeast,Expansion,GMP,1,4008000.0,1.6,152.0,2.9,1,6.3,11.4,1,98.9,4.0,0.010962622817905823,0.012022622817905816,11.0,1,600400.0,1
10396,Logistics,Midwest,Retrofit,FixedBid,0,7086000.0,5.0,147.0,4.1,2,6.3,0.9,1,84.6,5.0,0.06801546440809995,0.08415546440809997,5.0,4,569700.0,1
10397,Food&Beverage,Northeast,NewBuild,GMP,1,3211000.0,1.6,103.0,9.5,5,7.8,7.6,1,82.1,5.0,-0.017544309249008568,-0.01020430924900857,0.0,0,446300.0,0
10398,Healthcare,South,Expansion,GMP,1,20084000.0,2.2,106.0,5.2,2,0.0,9.8,0,91.5,1.8,-0.09177822769159102,-0.08987822769159103,0.0,2,524100.0,0
10399,Logistics,West,TenantImprovement,FixedBid,1,2673000.0,2.2,118.0,3.1,3,1.7,8.2,1,85.1,3.9,0.09651070783039804,0.10565070783039805,10.0,2,490100.0,0
10400,Logistics,Midwest,Expansion,FixedBid,1,4115000.0,1.7,46.0,2.9,2,6.1,13.4,0,66.1,4.6,0.09234337545597338,0.11058337545597337,25.0,2,818800.0,1
10401,Healthcare,South,TenantImprovement,FixedBid,0,5873000.0,4.6,113.0,4.0,1,0.0,4.7,0,73.3,3.8,0.05483765414941815,0.07455765414941816,4.0,2,425700.0,0
10402,Pharma,Northeast,TenantImprovement,GMP,1,2250000.0,5.0,64.0,6.2,3,5.2,0.0,0,98.7,3.6,0.2413480085243045,0.2431280085243045,40.0,1,597100.0,1
10403,Food&Beverage,Midwest,Retrofit,FixedBid,0,7021000.0,2.7,101.0,1.9,0,6.6,11.2,0,87.0,3.7,-0.06781276600747395,-0.059312766007473955,17.0,4,391600.0,0
10404,Manufacturing,Northeast,Expansion,CostPlus,0,19570000.0,1.9,82.0,5.6,1,2.6,5.9,0,65.8,4.3,-0.12647554680482673,-0.11455554680482674,64.0,4,516600.0,1
10405,Pharma,Midwest,Retrofit,FixedBid,1,3640000.0,1.0,108.0,3.1,2,2.9,1.0,2,90.2,3.1,-0.08067366278658827,-0.08279366278658827,0.0,3,568400.0,0
10406,Pharma,South,TenantImprovement,GMP,0,7394000.0,3.0,94.0,3.4,4,1.3,7.4,0,79.3,4.7,-0.022764318555249352,-0.011944318555249352,27.0,2,552300.0,1
10407,Healthcare,West,NewBuild,CostPlus,0,597000.0,2.9,10.0,14.2,2,2.7,12.9,1,75.5,3.9,0.16094465858420745,0.18404465858420746,36.0,3,565600.0,1
10408,Food&Beverage,Northeast,Retrofit,CostPlus,1,5224000.0,2.5,96.0,5.3,2,2.8,2.9,2,72.3,3.2,-0.007581138918417163,0.010438861081582838,4.0,2,567700.0,0
10409,Manufacturing,South,TenantImprovement,GMP,1,4196000.0,3.4,112.0,2.3,4,,17.3,0,98.0,4.7,-0.0654759068962815,-0.0539759068962815,24.0,4,478300.0,1
10410,Pharma,South,NewBuild,FixedBid,0,2800000.0,3.6,106.0,4.4,2,2.2,4.6,0,62.4,2.8,-0.049492120170420574,-0.028332120170420572,38.0,2,659000.0,1
10411,Technology,West,Expansion,GMP,0,12803000.0,3.5,86.0,6.4,1,3.3,8.3,1,75.9,3.5,0.10150154784302963,0.12276154784302963,32.0,3,542100.0,0
10412,Technology,South,Retrofit,FixedBid,0,4152000.0,2.9,147.0,5.3,5,3.3,3.1,3,87.4,3.5,0.10871112238163252,0.12487112238163253,58.0,4,524900.0,1
10413,Manufacturing,Midwest,TenantImprovement,CostPlus,1,4676000.0,2.1,101.0,0.5,4,8.7,8.2,0,100.0,5.0,-0.06918347304475272,-0.07448347304475272,0.0,1,580600.0,1
10414,Pharma,South,TenantImprovement,GMP,0,3986000.0,3.9,105.0,3.3,3,3.0,7.5,0,92.6,3.4,-0.1118048881254009,-0.10436488812540089,3.0,5,569300.0,0
10415,Manufacturing,Midwest,NewBuild,CostPlus,1,1163000.0,3.2,127.0,4.6,4,4.9,2.0,1,75.8,2.4,-0.06000154812964993,-0.04648154812964992,52.0,3,544600.0,0
10416,Healthcare,West,Expansion,CostPlus,1,2179000.0,4.1,103.0,4.3,5,2.6,19.3,0,100.0,3.5,0.134187068624968,0.149987068624968,50.0,7,547200.0,1
10417,Manufacturing,Midwest,NewBuild,FixedBid,1,11627000.0,4.0,59.0,2.4,2,2.5,,0,69.7,4.2,0.07221655191846293,0.09239655191846294,39.0,1,617300.0,0
10418,Food&Beverage,South,Expansion,FixedBid,0,997000.0,1.8,10.0,5.4,1,0.0,,0,89.2,4.4,-0.03741770371091863,-0.03993770371091864,48.0,2,482500.0,1
10419,Healthcare,Northeast,Expansion,FixedBid,1,2920000.0,1.8,73.0,7.0,3,0.1,11.9,1,91.9,5.0,0.0979183221205741,0.10467832212057408,0.0,3,459800.0,1
10420,Pharma,Midwest,Expansion,CostPlus,0,3915000.0,2.4,117.0,0.8,2,1.0,15.3,2,75.4,4.9,0.13378283909680613,0.16184283909680613,47.0,1,381900.0,0
10421,Technology,West,NewBuild,CostPlus,0,21745000.0,2.1,78.0,0.8,1,4.5,12.5,1,94.4,4.0,-0.0270157721372909,-0.019655772137290903,45.0,1,378000.0,0
10422,Manufacturing,South,NewBuild,FixedBid,0,9968000.0,4.0,118.0,4.4,2,6.7,3.2,0,79.8,3.3,0.025569976762783324,0.036889976762783334,13.0,2,843100.0,1
10423,Manufacturing,Midwest,Expansion,FixedBid,0,3451000.0,3.6,95.0,5.7,4,0.0,8.9,0,94.3,5.0,-0.03164326774784537,-0.02532326774784537,76.0,5,324200.0,1
10424,Manufacturing,West,Retrofit,FixedBid,1,15304000.0,4.3,135.0,2.2,5,2.6,0.5,0,63.9,3.6,0.018577769876040536,0.038237769876040544,30.0,3,733800.0,0
10425,Energy,West,Retrofit,FixedBid,0,2980000.0,3.6,80.0,0.5,2,0.6,11.6,0,90.0,3.4,-0.09764274830600848,-0.08604274830600848,0.0,3,431700.0,1
10426,Food&Beverage,Midwest,NewBuild,FixedBid,1,12083000.0,3.4,106.0,3.4,3,3.3,1.5,0,81.1,3.6,-0.0938270463328842,-0.08798704633288419,28.0,1,714100.0,0
10427,Healthcare,South,Retrofit,GMP,0,1817000.0,4.4,108.0,4.4,2,6.7,4.8,0,99.8,3.0,-0.08338612082341311,-0.0804661208234131,7.0,2,294100.0,1
10428,Food&Beverage,Midwest,TenantImprovement,CostPlus,0,12719000.0,3.7,143.0,2.8,4,2.9,8.0,0,85.5,3.6,0.08890359048436114,0.10010359048436115,52.0,3,478500.0,1
10429,Manufacturing,South,NewBuild,FixedBid,0,3895000.0,3.3,30.0,6.5,2,3.9,9.8,1,100.0,3.7,-0.09509815560387945,-0.08779815560387944,32.0,4,794700.0,1
10430,Food&Beverage,Midwest,Retrofit,CostPlus,0,2367000.0,4.7,74.0,4.2,3,7.6,7.0,2,92.1,4.4,0.21049736090943086,0.2317373609094309,23.0,6,589200.0,0
